Timestamp,VehicleSpeed,SteeringAngle,LateralAccel,LaneC0,LaneC1,LaneC2,LaneC3,RelPosX1,RelPosY1,RelVelX1,RelAccX1,RelPosX2,RelPosY2,RelVelX2,RelAccX2,RelPosX3,RelPosY3,RelVelX3,RelAccX3,RelPosX4,RelPosY4,RelVelX4,RelAccX4,RelPosX5,RelPosY5,RelVelX5,RelAccX5,RelPosX6,RelPosY6,RelVelX6,RelAccX6,RelPosX7,RelPosY7,RelVelX7,RelAccX7,RelPosX8,RelPosY8,RelVelX8,RelAccX8,RelPosX9,RelPosY9,RelVelX9,RelAccX9,RelPosX10,RelPosY10,RelVelX10,RelAccX10
12.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.165,42.94,-4523.2,60.059000000000005,0.0,0.0,0.0,1.0,5129.8,-161.69999999999993,-93.6,6485.0,-708.8,-776.5,6397.6,6467.5,-392.69999999999993,4877.1,6385.0,6484.0,-279.9,5285.8,6446.3,-41.8,5214.700000000001,-997.2,6410.900000000001,-14.399999999999999,4960.0,5126.0,-4.5,6476.700000000001,-574.5999999999999,5501.5,-33.8,6480.6,4627.700000000001,-287.9,-40.099999999999994,6461.700000000001,5301.900000000001,5044.200000000001,6431.700000000001,-21.9,5135.8,-158.0999999999999,6400.400000000001,6481.6
12.166,42.94,-4523.2,60.059000000000005,0.0,1.0,1.0,1.0,5182.3,-74.0,6409.200000000001,-30.2,-21.0,-912.9,-91.6,-19.799999999999997,4688.0,-626.5,6362.8,-16.699999999999996,4668.0,-544.9,-53.8,6480.8,-480.69999999999993,-364.9,-29.700000000000003,-25.599999999999998,4960.0,5126.0,-4.5,6476.700000000001,-574.5999999999999,5501.5,-33.8,6480.6,4627.700000000001,-287.9,-40.099999999999994,6461.700000000001,5301.900000000001,5044.200000000001,6431.700000000001,-21.9,5135.8,-158.0999999999999,6400.400000000001,6481.6
12.265,42.94,-4523.2,60.059000000000005,0.0,1.0,1.0,1.0,5182.3,-74.0,6409.200000000001,-30.2,-21.0,-912.9,-91.6,-19.799999999999997,4688.0,-626.5,6362.8,-16.699999999999996,4668.0,-544.9,-53.8,6480.8,-480.69999999999993,-364.9,-29.700000000000003,-25.599999999999998,-730.0,5153.200000000001,-2.6999999999999886,6460.400000000001,5079.200000000001,4916.5,6409.700000000001,6463.0,4659.8,-240.39999999999998,-77.7,6455.5,4566.700000000001,4750.900000000001,-3.299999999999997,6498.5,5073.3,5230.400000000001,-47.199999999999996,6459.1
12.266,36.57,-5187.1,65.099,0.0,1.0,1.0,1.0,5182.3,-74.0,6409.200000000001,-30.2,-21.0,-912.9,-91.6,-19.799999999999997,4688.0,-626.5,6362.8,-16.699999999999996,4668.0,-544.9,-53.8,6480.8,-480.69999999999993,-364.9,-29.700000000000003,-25.599999999999998,-730.0,5153.200000000001,-2.6999999999999886,6460.400000000001,5079.200000000001,4916.5,6409.700000000001,6463.0,4659.8,-240.39999999999998,-77.7,6455.5,4566.700000000001,4750.900000000001,-3.299999999999997,6498.5,5073.3,5230.400000000001,-47.199999999999996,6459.1
12.267,36.57,-5187.1,65.099,1.0,1.0,0.0,0.0,-594.8,4922.6,6393.1,-27.2,-887.2,4713.900000000001,6377.400000000001,6480.0,4858.0,5247.8,6435.6,6463.200000000001,4840.1,-7.7999999999999545,6426.900000000001,6502.700000000001,5201.0,-492.2,6355.8,-27.799999999999997,5339.3,-274.0999999999999,6411.5,6488.400000000001,-858.6,5097.0,6361.1,-12.5,-548.5999999999999,4643.3,6419.5,-40.6,-815.0,5432.0,-68.5,-40.1,5073.3,5230.400000000001,-47.199999999999996,6459.1
12.367,36.57,-5187.1,65.099,1.0,1.0,0.0,0.0,-594.8,4922.6,6393.1,-27.2,-887.2,4713.900000000001,6377.400000000001,6480.0,4858.0,5247.8,6435.6,6463.200000000001,4840.1,-7.7999999999999545,6426.900000000001,6502.700000000001,5201.0,-492.2,6355.8,-27.799999999999997,5339.3,-274.0999999999999,6411.5,6488.400000000001,-858.6,5097.0,6361.1,-12.5,-548.5999999999999,4643.3,6419.5,-40.6,-815.0,5432.0,-68.5,-40.1,-581.9,5279.700000000001,-45.599999999999994,6480.400000000001
12.368,169.82,-4523.299999999999,63.431000000000004,1.0,1.0,0.0,1.0,-34.89999999999998,4862.5,6405.0,-35.0,5046.200000000001,-769.8,6424.5,-2.0,5041.0,4925.3,-37.0,6501.3,-154.39999999999998,-681.0,-25.299999999999997,6495.5,4582.0,5135.400000000001,6421.5,-43.4,5339.3,-274.0999999999999,6411.5,6488.400000000001,-858.6,5097.0,6361.1,-12.5,-548.5999999999999,4643.3,6419.5,-40.6,-815.0,5432.0,-68.5,-40.1,-581.9,5279.700000000001,-45.599999999999994,6480.400000000001
12.472,169.82,-4523.299999999999,63.431000000000004,1.0,1.0,0.0,1.0,-34.89999999999998,4862.5,6405.0,-35.0,5046.200000000001,-769.8,6424.5,-2.0,5041.0,4925.3,-37.0,6501.3,-154.39999999999998,-681.0,-25.299999999999997,6495.5,4582.0,5135.400000000001,6421.5,-43.4,4842.700000000001,5098.6,-11.699999999999989,6475.1,4662.0,5463.1,-67.9,6486.8,-694.9,-980.2,-47.9,-21.5,5235.8,5535.900000000001,6403.3,-11.199999999999996,-589.4,-349.29999999999995,-40.3,-35.0
12.473,132.01,-4523.2,63.431000000000004,1.0,1.0,0.0,1.0,-34.89999999999998,4862.5,6405.0,-35.0,5046.200000000001,-769.8,6424.5,-2.0,5041.0,4925.3,-37.0,6501.3,-154.39999999999998,-681.0,-25.299999999999997,6495.5,4582.0,5135.400000000001,6421.5,-43.4,4842.700000000001,5098.6,-11.699999999999989,6475.1,4662.0,5463.1,-67.9,6486.8,-694.9,-980.2,-47.9,-21.5,5235.8,5535.900000000001,6403.3,-11.199999999999996,-589.4,-349.29999999999995,-40.3,-35.0
