Timestamp,VehicleSpeed,SteeringAngle,LateralAccel,LaneC0,LaneC1,LaneC2,LaneC3,RelPosX1,RelPosY1,RelVelX1,RelAccX1,RelPosX2,RelPosY2,RelVelX2,RelAccX2,RelPosX3,RelPosY3,RelVelX3,RelAccX3,RelPosX4,RelPosY4,RelVelX4,RelAccX4,RelPosX5,RelPosY5,RelVelX5,RelAccX5,RelPosX6,RelPosY6,RelVelX6,RelAccX6,RelPosX7,RelPosY7,RelVelX7,RelAccX7,RelPosX8,RelPosY8,RelVelX8,RelAccX8,RelPosX9,RelPosY9,RelVelX9,RelAccX9,RelPosX10,RelPosY10,RelVelX10,RelAccX10
1.060,64.86,-4523.2,62.866,1.0,0.0,1.0,1.0,-372.5999999999999,-868.2,-72.3,-24.5,-174.0,4727.5,-3.299999999999997,-12.5,5386.900000000001,-520.9,6387.200000000001,6494.1,-136.0999999999999,4616.5,-63.9,6468.5,4884.0,-448.79999999999995,6438.8,-18.099999999999998,5548.8,-222.89999999999998,-32.3,6475.700000000001,-897.4,-308.5,6448.6,-15.899999999999999,-334.29999999999995,5288.6,-97.5,6494.400000000001,,,,,,,,
1.160,64.86,-4523.2,62.866,1.0,0.0,1.0,1.0,-372.5999999999999,-868.2,-72.3,-24.5,-174.0,4727.5,-3.299999999999997,-12.5,5386.900000000001,-520.9,6387.200000000001,6494.1,-136.0999999999999,4616.5,-63.9,6468.5,4884.0,-448.79999999999995,6438.8,-18.099999999999998,5548.8,-222.89999999999998,-32.3,6475.700000000001,-897.4,-308.5,6448.6,-15.899999999999999,-334.29999999999995,5288.6,-97.5,6494.400000000001,4558.0,-868.8,-62.199999999999996,6465.900000000001,5040.1,5036.6,-14.799999999999997,-11.799999999999997
1.265,31.16,-6352.5,62.477000000000004,1.0,0.0,0.0,1.0,-890.7,-959.7,-83.3,6489.0,-593.0,-898.4,-1.0,6470.700000000001,-243.0999999999999,-711.5,6453.1,6484.8,5376.400000000001,4687.200000000001,-44.4,6453.8,4786.200000000001,5383.700000000001,-7.0,-17.699999999999996,-488.59999999999997,-968.0,-1.5,6497.700000000001,5403.6,5346.700000000001,-85.8,-37.5,-82.5,5072.200000000001,6418.6,-33.8,4577.6,5144.400000000001,-34.0,-40.5,5358.8,-316.0999999999999,-17.099999999999994,6462.200000000001
1.266,27.04,-4842.2,9.799,0.0,1.0,0.0,0.0,-112.39999999999998,-131.5999999999999,-88.9,-27.299999999999997,-408.6,-638.0999999999999,-59.099999999999994,6490.200000000001,-243.0999999999999,-711.5,6453.1,6484.8,5376.400000000001,4687.200000000001,-44.4,6453.8,4786.200000000001,5383.700000000001,-7.0,-17.699999999999996,-488.59999999999997,-968.0,-1.5,6497.700000000001,5403.6,5346.700000000001,-85.8,-37.5,-82.5,5072.200000000001,6418.6,-33.8,4577.6,5144.400000000001,-34.0,-40.5,5358.8,-316.0999999999999,-17.099999999999994,6462.200000000001
1.366,27.04,-4842.2,9.799,0.0,1.0,0.0,0.0,-112.39999999999998,-131.5999999999999,-88.9,-27.299999999999997,-408.6,-638.0999999999999,-59.099999999999994,6490.200000000001,4792.1,4611.5,-44.199999999999996,-0.6999999999999957,5423.0,5191.400000000001,-87.9,6495.1,4851.700000000001,-97.39999999999998,-99.9,-48.0,-836.1,-220.0,6447.0,6490.900000000001,4649.0,-79.79999999999995,6363.1,6487.700000000001,-89.5,4724.5,-7.0,6493.400000000001,4593.1,5031.3,6372.5,6480.0,-666.2,4850.6,-11.899999999999991,-30.799999999999997
1.367,50.49,-4523.299999999999,9.799,0.0,1.0,0.0,0.0,-112.39999999999998,-131.5999999999999,-88.9,-27.299999999999997,-408.6,-638.0999999999999,-59.099999999999994,6490.200000000001,4792.1,4611.5,-44.199999999999996,-0.6999999999999957,5423.0,5191.400000000001,-87.9,6495.1,4851.700000000001,-97.39999999999998,-99.9,-48.0,-836.1,-220.0,6447.0,6490.900000000001,4649.0,-79.79999999999995,6363.1,6487.700000000001,-89.5,4724.5,-7.0,6493.400000000001,4593.1,5031.3,6372.5,6480.0,-666.2,4850.6,-11.899999999999991,-30.799999999999997
1.368,50.49,-4523.299999999999,62.39,1.0,0.0,1.0,0.0,5051.700000000001,5006.8,6449.0,6468.8,-817.1,-531.4,-99.3,6482.1,5473.3,4745.3,-38.9,-44.6,-929.2,-583.0,-85.1,-19.299999999999997,5462.1,-369.69999999999993,6411.3,6458.400000000001,4975.5,4988.5,-25.299999999999997,-42.1,4649.0,-79.79999999999995,6363.1,6487.700000000001,-89.5,4724.5,-7.0,6493.400000000001,4593.1,5031.3,6372.5,6480.0,-666.2,4850.6,-11.899999999999991,-30.799999999999997
1.472,50.49,-4523.299999999999,62.39,1.0,0.0,1.0,0.0,5051.700000000001,5006.8,6449.0,6468.8,-817.1,-531.4,-99.3,6482.1,5473.3,4745.3,-38.9,-44.6,-929.2,-583.0,-85.1,-19.299999999999997,5462.1,-369.69999999999993,6411.3,6458.400000000001,4975.5,4988.5,-25.299999999999997,-42.1,-619.0999999999999,-115.39999999999998,6386.400000000001,6456.6,5175.8,4597.3,6383.0,6471.6,4700.8,-138.19999999999993,-17.69999999999999,-21.0,-628.5,4597.5,6400.5,6458.200000000001
1.473,227.86,-3947.3999999999996,8.264,1.0,0.0,0.0,1.0,4742.5,-594.0999999999999,6410.3,6486.8,5330.700000000001,-54.39999999999998,6409.1,-36.1,5059.5,5023.1,6393.900000000001,-37.1,-929.2,-583.0,-85.1,-19.299999999999997,5462.1,-369.69999999999993,6411.3,6458.400000000001,4975.5,4988.5,-25.299999999999997,-42.1,-619.0999999999999,-115.39999999999998,6386.400000000001,6456.6,5175.8,4597.3,6383.0,6471.6,4700.8,-138.19999999999993,-17.69999999999999,-21.0,-628.5,4597.5,6400.5,6458.200000000001
1.573,227.86,-3947.3999999999996,8.264,1.0,0.0,0.0,1.0,4742.5,-594.0999999999999,6410.3,6486.8,5330.700000000001,-54.39999999999998,6409.1,-36.1,5059.5,5023.1,6393.900000000001,-37.1,5289.8,4933.700000000001,6411.5,-16.699999999999996,4705.6,4648.0,6431.400000000001,-17.299999999999997,5139.6,5024.900000000001,-35.599999999999994,-46.0,4764.400000000001,-783.1,-13.0,6494.700000000001,5099.900000000001,-798.9,6450.0,6493.6,5054.400000000001,5544.200000000001,6399.5,-40.7,-64.89999999999998,5417.900000000001,-17.0,-35.7
1.574,231.56,-4523.299999999999,6.617,0.0,1.0,1.0,1.0,-748.0,-50.09999999999991,-44.699999999999996,6453.8,-322.69999999999993,5133.0,6444.0,6502.700000000001,4597.0,-223.89999999999998,-7.699999999999989,-27.599999999999998,-267.9,-751.5,-94.6,-20.0,4705.6,4648.0,6431.400000000001,-17.299999999999997,5139.6,5024.900000000001,-35.599999999999994,-46.0,4764.400000000001,-783.1,-13.0,6494.700000000001,5099.900000000001,-798.9,6450.0,6493.6,5054.400000000001,5544.200000000001,6399.5,-40.7,-64.89999999999998,5417.900000000001,-17.0,-35.7
1.674,231.56,-4523.299999999999,6.617,0.0,1.0,1.0,1.0,-748.0,-50.09999999999991,-44.699999999999996,6453.8,-322.69999999999993,5133.0,6444.0,6502.700000000001,4597.0,-223.89999999999998,-7.699999999999989,-27.599999999999998,-267.9,-751.5,-94.6,-20.0,5178.200000000001,-130.69999999999993,-15.0,6457.8,5135.6,4958.0,-27.599999999999994,6490.3,5211.200000000001,5245.1,6429.8,-30.799999999999997,5062.900000000001,4723.5,6397.8,6464.8,-284.4,5071.700000000001,6446.8,6470.900000000001,4629.6,-973.6,-26.200000000000003,-14.399999999999999
1.675,196.71,-3455.3999999999996,0.323,0.0,1.0,1.0,1.0,-748.0,-50.09999999999991,-44.699999999999996,6453.8,-322.69999999999993,5133.0,6444.0,6502.700000000001,4597.0,-223.89999999999998,-7.699999999999989,-27.599999999999998,-267.9,-751.5,-94.6,-20.0,5178.200000000001,-130.69999999999993,-15.0,6457.8,5135.6,4958.0,-27.599999999999994,6490.3,5211.200000000001,5245.1,6429.8,-30.799999999999997,5062.900000000001,4723.5,6397.8,6464.8,-284.4,5071.700000000001,6446.8,6470.900000000001,4629.6,-973.6,-26.200000000000003,-14.399999999999999
1.676,196.71,-3455.3999999999996,0.323,1.0,1.0,1.0,0.0,-817.6,5111.5,6449.3,6487.0,5416.3,5010.0,-83.5,6493.5,4643.0,5081.1,6424.900000000001,6454.400000000001,4947.5,4951.400000000001,-13.5,6485.0,-867.6,-741.4,6408.900000000001,6486.1,-666.4,-937.8,-9.5,-38.2,-517.7,-692.2,6450.200000000001,6479.5,5062.900000000001,4723.5,6397.8,6464.8,-284.4,5071.700000000001,6446.8,6470.900000000001,4629.6,-973.6,-26.200000000000003,-14.399999999999999
1.775,196.71,-3455.3999999999996,0.323,1.0,1.0,1.0,0.0,-817.6,5111.5,6449.3,6487.0,5416.3,5010.0,-83.5,6493.5,4643.0,5081.1,6424.900000000001,6454.400000000001,4947.5,4951.400000000001,-13.5,6485.0,-867.6,-741.4,6408.900000000001,6486.1,-666.4,-937.8,-9.5,-38.2,-517.7,-692.2,6450.200000000001,6479.5,-52.69999999999993,-917.3,6436.8,-41.3,5340.1,4818.400000000001,6419.6,6453.700000000001,-655.2,-267.0999999999999,-46.199999999999996,-1.1999999999999957
1.876,223.4,-4523.299999999999,7.5760000000000005,1.0,0.0,0.0,0.0,-48.39999999999998,5028.900000000001,-46.699999999999996,-10.0,-658.3,-407.0,6450.900000000001,-46.6,5450.200000000001,-902.1,-17.099999999999994,6493.200000000001,-604.2,-379.4,-67.6,-46.8,-897.8,-163.19999999999993,-79.0,6475.200000000001,-464.9,4836.700000000001,6376.6,-42.9,5017.1,4691.0,6411.5,-1.5,-953.3,-987.1,6443.5,6471.200000000001,4724.1,5548.3,-43.099999999999994,6489.5,-789.7,4645.200000000001,6419.3,6475.700000000001
1.877,35.68,-6934.7,58.003,0.0,0.0,0.0,1.0,-183.69999999999993,-402.0,-30.5,6455.5,4713.3,5055.0,-85.0,6463.200000000001,4849.8,-484.29999999999995,-100.0,-48.6,-604.2,-379.4,-67.6,-46.8,-897.8,-163.19999999999993,-79.0,6475.200000000001,-464.9,4836.700000000001,6376.6,-42.9,5017.1,4691.0,6411.5,-1.5,-953.3,-987.1,6443.5,6471.200000000001,4724.1,5548.3,-43.099999999999994,6489.5,-789.7,4645.200000000001,6419.3,6475.700000000001
1.980,35.68,-6934.7,58.003,0.0,0.0,0.0,1.0,-183.69999999999993,-402.0,-30.5,6455.5,4713.3,5055.0,-85.0,6463.200000000001,4849.8,-484.29999999999995,-100.0,-48.6,-721.8,-998.8,6419.0,6490.0,-877.9,-139.79999999999995,6390.900000000001,6464.6,5192.400000000001,-544.9,6434.200000000001,6479.900000000001,4929.8,-268.4,-76.1,-1.3999999999999986,-925.5,5267.400000000001,6399.6,6478.400000000001,5369.700000000001,5461.5,6440.5,-32.0,4771.400000000001,4843.1,-72.0,-39.9
1.981,103.54,-4523.2,56.078,0.0,0.0,0.0,1.0,-183.69999999999993,-402.0,-30.5,6455.5,4713.3,5055.0,-85.0,6463.200000000001,4849.8,-484.29999999999995,-100.0,-48.6,-721.8,-998.8,6419.0,6490.0,-877.9,-139.79999999999995,6390.900000000001,6464.6,5192.400000000001,-544.9,6434.200000000001,6479.900000000001,4929.8,-268.4,-76.1,-1.3999999999999986,-925.5,5267.400000000001,6399.6,6478.400000000001,5369.700000000001,5461.5,6440.5,-32.0,4771.400000000001,4843.1,-72.0,-39.9
