Timestamp,VehicleSpeed,SteeringAngle,LateralAccel,LaneC0,LaneC1,LaneC2,LaneC3,RelPosX1,RelPosY1,RelVelX1,RelAccX1,RelPosX2,RelPosY2,RelVelX2,RelAccX2,RelPosX3,RelPosY3,RelVelX3,RelAccX3,RelPosX4,RelPosY4,RelVelX4,RelAccX4,RelPosX5,RelPosY5,RelVelX5,RelAccX5,RelPosX6,RelPosY6,RelVelX6,RelAccX6,RelPosX7,RelPosY7,RelVelX7,RelAccX7,RelPosX8,RelPosY8,RelVelX8,RelAccX8,RelPosX9,RelPosY9,RelVelX9,RelAccX9,RelPosX10,RelPosY10,RelVelX10,RelAccX10
16.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.565,172.82,-4523.2,63.058,1.0,1.0,1.0,0.0,-614.3,4626.900000000001,-32.8,-42.1,-580.7,-430.6,6395.3,-18.799999999999997,4977.200000000001,-219.89999999999998,6395.3,-24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.666,172.82,-4523.2,63.058,1.0,1.0,1.0,0.0,-614.3,4626.900000000001,-32.8,-42.1,-580.7,-430.6,6395.3,-18.799999999999997,4977.200000000001,-219.89999999999998,6395.3,-24.4,-858.0,-2.0,6415.5,6478.3,-784.2,5066.3,-74.5,6476.1,5284.1,4882.400000000001,-74.6,6496.5,-192.5999999999999,5480.700000000001,-17.599999999999994,-3.6999999999999957,5474.6,-135.29999999999995,-70.1,6475.900000000001,-390.69999999999993,4775.6,-43.5,6456.200000000001,4833.900000000001,5329.0,6408.8,-46.5
16.667,181.75,-4523.2,0.452,1.0,1.0,0.0,0.0,-547.8,-962.4,6408.200000000001,6501.200000000001,-844.1,-428.4,-47.3,6478.1,-426.6,4942.400000000001,-84.8,-22.9,-858.0,-2.0,6415.5,6478.3,-784.2,5066.3,-74.5,6476.1,5284.1,4882.400000000001,-74.6,6496.5,-192.5999999999999,5480.700000000001,-17.599999999999994,-3.6999999999999957,5474.6,-135.29999999999995,-70.1,6475.900000000001,-390.69999999999993,4775.6,-43.5,6456.200000000001,4833.900000000001,5329.0,6408.8,-46.5
16.767,181.75,-4523.2,0.452,1.0,1.0,0.0,0.0,-547.8,-962.4,6408.200000000001,6501.200000000001,-844.1,-428.4,-47.3,6478.1,-426.6,4942.400000000001,-84.8,-22.9,-744.5,4622.1,6386.1,-16.0,-579.0999999999999,4803.6,-70.8,6503.3,-493.4,-96.39999999999998,-2.5999999999999943,6463.900000000001,-225.5,4633.900000000001,-43.699999999999996,6472.200000000001,4882.1,5182.6,6431.1,-46.7,5421.200000000001,-797.8,-49.599999999999994,-30.2,-227.5,4781.5,-99.7,6493.3
16.768,45.71,-1655.1999999999998,2.856,1.0,1.0,0.0,0.0,-736.5,5469.200000000001,6404.3,6495.3,-554.0999999999999,5160.200000000001,6392.0,6473.8,-95.89999999999998,-805.9,-93.3,-17.5,-697.0,-44.89999999999998,6409.0,-26.099999999999998,4727.5,5151.6,6357.6,6487.1,-489.59999999999997,5180.0,6419.3,-38.8,-4.2999999999999545,4799.8,-83.6,6501.400000000001,4882.1,5182.6,6431.1,-46.7,5421.200000000001,-797.8,-49.599999999999994,-30.2,-227.5,4781.5,-99.7,6493.3
16.869,45.71,-1655.1999999999998,2.856,1.0,1.0,0.0,0.0,-736.5,5469.200000000001,6404.3,6495.3,-554.0999999999999,5160.200000000001,6392.0,6473.8,-95.89999999999998,-805.9,-93.3,-17.5,-697.0,-44.89999999999998,6409.0,-26.099999999999998,4727.5,5151.6,6357.6,6487.1,-489.59999999999997,5180.0,6419.3,-38.8,-4.2999999999999545,4799.8,-83.6,6501.400000000001,-33.5,4628.5,6430.900000000001,6489.400000000001,-518.0,-321.29999999999995,-88.2,6457.5,5027.8,5256.6,-78.1,-37.9
16.870,72.15,-4768.4,61.358000000000004,0.0,0.0,0.0,0.0,-884.9,-415.19999999999993,6446.700000000001,-6.799999999999997,-646.9,-106.09999999999991,6452.700000000001,-15.100000000000001,-877.1,-499.29999999999995,6395.6,-8.899999999999999,-42.69999999999993,5313.700000000001,-15.799999999999997,6491.200000000001,4687.200000000001,4776.6,-47.3,-43.8,-296.19999999999993,-827.8,-77.3,-43.1,-639.4,-654.0999999999999,6363.6,-37.2,-33.5,4628.5,6430.900000000001,6489.400000000001,-518.0,-321.29999999999995,-88.2,6457.5,5027.8,5256.6,-78.1,-37.9
16.973,72.15,-4768.4,61.358000000000004,0.0,0.0,0.0,0.0,-884.9,-415.19999999999993,6446.700000000001,-6.799999999999997,-646.9,-106.09999999999991,6452.700000000001,-15.100000000000001,-877.1,-499.29999999999995,6395.6,-8.899999999999999,-42.69999999999993,5313.700000000001,-15.799999999999997,6491.200000000001,4687.200000000001,4776.6,-47.3,-43.8,-296.19999999999993,-827.8,-77.3,-43.1,-639.4,-654.0999999999999,6363.6,-37.2,4846.3,-639.9,-32.599999999999994,-45.6,5199.8,-537.5,6426.200000000001,-31.7,5332.400000000001,-673.4,6421.6,-46.7
16.974,94.57000000000001,-4523.299999999999,61.358000000000004,0.0,0.0,0.0,0.0,-884.9,-415.19999999999993,6446.700000000001,-6.799999999999997,-646.9,-106.09999999999991,6452.700000000001,-15.100000000000001,-877.1,-499.29999999999995,6395.6,-8.899999999999999,-42.69999999999993,5313.700000000001,-15.799999999999997,6491.200000000001,4687.200000000001,4776.6,-47.3,-43.8,-296.19999999999993,-827.8,-77.3,-43.1,-639.4,-654.0999999999999,6363.6,-37.2,4846.3,-639.9,-32.599999999999994,-45.6,5199.8,-537.5,6426.200000000001,-31.7,5332.400000000001,-673.4,6421.6,-46.7
