Timestamp,VehicleSpeed,SteeringAngle,LateralAccel,LaneC0,LaneC1,LaneC2,LaneC3,RelPosX1,RelPosY1,RelVelX1,RelAccX1,RelPosX2,RelPosY2,RelVelX2,RelAccX2,RelPosX3,RelPosY3,RelVelX3,RelAccX3,RelPosX4,RelPosY4,RelVelX4,RelAccX4,RelPosX5,RelPosY5,RelVelX5,RelAccX5,RelPosX6,RelPosY6,RelVelX6,RelAccX6,RelPosX7,RelPosY7,RelVelX7,RelAccX7,RelPosX8,RelPosY8,RelVelX8,RelAccX8,RelPosX9,RelPosY9,RelVelX9,RelAccX9,RelPosX10,RelPosY10,RelVelX10,RelAccX10
1.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.240,218.3,-6385.2,64.82900000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.241,218.3,-6385.2,64.82900000000001,1.0,1.0,0.0,1.0,-553.9,5409.400000000001,6373.5,6479.400000000001,5458.0,-985.1,6355.8,6472.3,-122.29999999999995,-763.5,-92.8,6502.8,5221.3,-156.89999999999998,6434.1,6477.8,5169.700000000001,5208.0,-61.8,6470.8,-537.9,-51.09999999999991,6372.900000000001,-28.099999999999998,4978.3,4673.5,-6.599999999999994,-18.5,-755.5,4603.3,-48.5,6471.8,,,,,,,,
1.340,218.3,-6385.2,64.82900000000001,1.0,1.0,0.0,1.0,-553.9,5409.400000000001,6373.5,6479.400000000001,5458.0,-985.1,6355.8,6472.3,-122.29999999999995,-763.5,-92.8,6502.8,5221.3,-156.89999999999998,6434.1,6477.8,5169.700000000001,5208.0,-61.8,6470.8,-537.9,-51.09999999999991,6372.900000000001,-28.099999999999998,4978.3,4673.5,-6.599999999999994,-18.5,-755.5,4603.3,-48.5,6471.8,-705.2,4564.0,-71.8,6480.900000000001,5363.0,-383.0999999999999,-64.5,6472.0
1.341,40.76,-4523.299999999999,64.82900000000001,1.0,1.0,0.0,1.0,-553.9,5409.400000000001,6373.5,6479.400000000001,5458.0,-985.1,6355.8,6472.3,-122.29999999999995,-763.5,-92.8,6502.8,5221.3,-156.89999999999998,6434.1,6477.8,5169.700000000001,5208.0,-61.8,6470.8,-537.9,-51.09999999999991,6372.900000000001,-28.099999999999998,4978.3,4673.5,-6.599999999999994,-18.5,-755.5,4603.3,-48.5,6471.8,-705.2,4564.0,-71.8,6480.900000000001,5363.0,-383.0999999999999,-64.5,6472.0
1.342,40.76,-4523.299999999999,62.874,0.0,1.0,0.0,1.0,4747.8,-12.0,-27.5,6484.6,-205.5,5093.900000000001,6404.8,6474.900000000001,-122.29999999999995,-763.5,-92.8,6502.8,5221.3,-156.89999999999998,6434.1,6477.8,5169.700000000001,5208.0,-61.8,6470.8,-537.9,-51.09999999999991,6372.900000000001,-28.099999999999998,4978.3,4673.5,-6.599999999999994,-18.5,-755.5,4603.3,-48.5,6471.8,-705.2,4564.0,-71.8,6480.900000000001,5363.0,-383.0999999999999,-64.5,6472.0
1.343,40.76,-4523.299999999999,62.874,0.0,1.0,0.0,1.0,4747.8,-12.0,-27.5,6484.6,-205.5,5093.900000000001,6404.8,6474.900000000001,-800.9,-474.5,-97.8,6472.8,5420.400000000001,-6.0,-13.899999999999991,-46.5,-537.2,5054.200000000001,-54.699999999999996,6473.200000000001,-199.19999999999993,-796.9,-12.5,-1.2999999999999972,4558.0,5317.6,-17.099999999999994,-11.699999999999996,-755.5,4603.3,-48.5,6471.8,-705.2,4564.0,-71.8,6480.900000000001,5363.0,-383.0999999999999,-64.5,6472.0
1.442,40.76,-4523.299999999999,62.874,0.0,1.0,0.0,1.0,4747.8,-12.0,-27.5,6484.6,-205.5,5093.900000000001,6404.8,6474.900000000001,-800.9,-474.5,-97.8,6472.8,5420.400000000001,-6.0,-13.899999999999991,-46.5,-537.2,5054.200000000001,-54.699999999999996,6473.200000000001,-199.19999999999993,-796.9,-12.5,-1.2999999999999972,4558.0,5317.6,-17.099999999999994,-11.699999999999996,5213.0,5134.700000000001,-85.5,6487.700000000001,-931.0,5549.0,6395.6,6460.0,5183.8,4994.700000000001,-82.9,-35.5
1.543,83.41,-4523.2,6.439,0.0,1.0,1.0,0.0,-663.8,-905.2,-30.299999999999997,-12.399999999999999,4971.0,-350.29999999999995,6452.5,6457.400000000001,5208.5,5041.200000000001,-40.699999999999996,6488.8,5205.5,-279.79999999999995,6444.1,-26.7,-832.3,5016.900000000001,-75.8,6459.8,5451.5,4930.900000000001,6412.700000000001,-36.6,4761.1,-160.39999999999998,6364.700000000001,6474.8,5231.5,4690.8,-30.89999999999999,6500.400000000001,-955.6,5027.6,-85.9,6489.3,4616.700000000001,4797.400000000001,6428.6,6487.8
1.544,0.72,-4523.299999999999,6.439,0.0,1.0,1.0,0.0,-663.8,-905.2,-30.299999999999997,-12.399999999999999,4971.0,-350.29999999999995,6452.5,6457.400000000001,5208.5,5041.200000000001,-40.699999999999996,6488.8,5205.5,-279.79999999999995,6444.1,-26.7,-832.3,5016.900000000001,-75.8,6459.8,5451.5,4930.900000000001,6412.700000000001,-36.6,4761.1,-160.39999999999998,6364.700000000001,6474.8,5231.5,4690.8,-30.89999999999999,6500.400000000001,-955.6,5027.6,-85.9,6489.3,4616.700000000001,4797.400000000001,6428.6,6487.8
